onset	duration	Scoring1
18.9999975264072	30	1
48.9999975264072	30	1
78.9999975264072	30	1
108.999997526407	30	1
138.999997526407	30	1
168.999997526407	30	1
198.999997526407	30	1
228.999997526407	30	1
258.999997526407	30	1
288.999997526407	30	1
318.999997526407	30	1
348.999997526407	30	1
378.999997526407	30	1
408.999997526407	30	1
438.999997526407	30	1
468.999997526407	30	1
498.999997526407	30	1
528.999997526407	30	1
558.999997526407	30	1
588.999997526407	30	1
618.999997526407	30	1
648.999997526407	30	1
678.999997526407	30	1
708.999997526407	30	1
738.999997526407	30	1
768.999997526407	30	1
798.999997526407	30	1
828.999997526407	30	1
858.999997526407	30	1
888.999997526407	30	1
918.999997526407	30	1
948.999997526407	30	1
978.999997526407	30	1
1008.99999752641	30	1
1038.99999752641	30	1
1068.99999752641	30	1
1098.99999752641	30	1
1128.99999752641	30	1
1158.99999752641	30	1
1188.99999752641	30	1
1218.99999752641	30	1
1248.99999752641	30	1
1278.99999752641	30	1
1308.99999752641	30	1
1338.99999752641	30	1
1368.99999752641	30	1
1398.99999752641	30	1
1428.99999752641	30	1
1458.99999752641	30	1
1488.99999752641	30	1
1518.99999752641	30	1
1548.99999752641	30	1
1578.99999752641	30	1
1608.99999752641	30	1
1638.99999752641	30	1
1668.99999752641	30	1
1698.99999752641	30	1
1728.99999752641	30	1
1758.99999752641	30	1
1788.99999752641	30	1
1818.99999752641	30	1
1848.99999752641	30	1
1878.99999752641	30	1
1908.99999752641	30	1
1938.99999752641	30	1
1968.99999752641	30	1
1998.99999752641	30	1
2028.99999752641	30	1
2058.99999752641	30	1
2088.99999752641	30	1
2118.99999752641	30	1
2148.99999752641	30	1
2178.99999752641	30	1
2208.99999752641	30	1
2238.99999752641	30	1
2268.99999752641	30	1
2298.99999752641	30	1
2328.99999752641	30	1
2358.99999752641	30	1
2388.99999752641	30	1
2418.99999752641	30	1
2448.99999752641	30	1
2478.99999752641	30	1
2508.99999752641	30	1
2538.99999752641	30	1
2568.99999752641	30	1
2598.99999752641	30	1
2628.99999752641	30	1
2658.99999752641	30	1
2688.99999752641	30	1
2718.99999752641	30	1
2748.99999752641	30	1
2778.99999752641	30	1
2808.99999752641	30	1
2838.99999752641	30	1
2868.99999752641	30	1
2898.99999752641	30	1
2928.99999752641	30	1
2958.99999752641	30	1
2988.99999752641	30	1
3018.99999752641	30	3
3048.99999752641	30	3
3078.99999752641	30	3
3108.99999752641	30	3
3138.99999752641	30	3
3168.99999752641	30	3
3198.99999752641	30	4
3228.99999752641	30	4
3258.99999752641	30	4
3288.99999752641	30	4
3318.99999752641	30	4
3348.99999752641	30	4
3378.99999752641	30	4
3408.99999752641	30	4
3438.99999752641	30	4
3468.99999752641	30	4
3498.99999752641	30	4
3528.99999752641	30	4
3558.99999752641	30	4
3588.99999752641	30	4
3618.99999752641	30	4
3648.99999752641	30	5
3678.99999752641	30	5
3708.99999752641	30	5
3738.99999752641	30	5
3768.99999752641	30	5
3798.99999752641	30	5
3828.99999752641	30	5
3858.99999752641	30	5
3888.99999752641	30	5
3918.99999752641	30	5
3948.99999752641	30	5
3978.99999752641	30	5
4008.99999752641	30	5
4038.99999752641	30	5
4068.99999752641	30	5
4098.99999752641	30	5
4128.99999752641	30	5
4158.99999752641	30	5
4188.99999752641	30	5
4218.99999752641	30	5
4248.99999752641	30	5
4278.99999752641	30	5
4308.99999752641	30	5
4338.99999752641	30	5
4368.99999752641	30	5
4398.99999752641	30	5
4428.99999752641	30	5
4458.99999752641	30	5
4488.99999752641	30	5
4518.99999752641	30	5
4548.99999752641	30	5
4578.99999752641	30	5
4608.99999752641	30	5
4638.99999752641	30	5
4668.99999752641	30	5
4698.99999752641	30	5
4728.99999752641	30	5
4758.99999752641	30	5
4788.99999752641	30	5
4818.99999752641	30	5
4848.99999752641	30	5
4878.99999752641	30	5
4908.99999752641	30	5
4938.99999752641	30	5
4968.99999752641	30	5
4998.99999752641	30	5
5028.99999752641	30	5
5058.99999752641	30	5
5088.99999752641	30	5
5118.99999752641	30	5
5148.99999752641	30	5
5178.99999752641	30	5
5208.99999752641	30	5
5238.99999752641	30	4
5268.99999752641	30	4
5298.99999752641	30	4
5328.99999752641	30	4
5358.99999752641	30	4
5388.99999752641	30	4
5418.99999752641	30	4
5448.99999752641	30	5
5478.99999752641	30	5
5508.99999752641	30	4
5538.99999752641	30	5
5568.99999752641	30	5
5598.99999752641	30	5
5628.99999752641	30	5
5658.99999752641	30	5
5688.99999752641	30	5
5718.99999752641	30	5
5748.99999752641	30	5
5778.99999752641	30	5
5808.99999752641	30	5
5838.99999752641	30	5
5868.99999752641	30	4
5898.99999752641	30	5
5928.99999752641	30	5
5958.99999752641	30	5
5988.99999752641	30	5
6018.99999752641	30	5
6048.99999752641	30	5
6078.99999752641	30	5
6108.99999752641	30	5
6138.99999752641	30	5
6168.99999752641	30	5
6198.99999752641	30	5
6228.99999752641	30	5
6258.99999752641	30	5
6288.99999752641	30	5
6318.99999752641	30	5
6348.99999752641	30	5
6378.99999752641	30	5
6408.99999752641	30	5
6438.99999752641	30	5
6468.99999752641	30	4
6498.99999752641	30	2
6528.99999752641	30	2
6558.99999752641	30	2
6588.99999752641	30	2
6618.99999752641	30	2
6648.99999752641	30	2
6678.99999752641	30	2
6708.99999752641	30	2
6738.99999752641	30	2
6768.99999752641	30	2
6798.99999752641	30	2
6828.99999752641	30	2
6858.99999752641	30	2
6888.99999752641	30	2
6918.99999752641	30	2
6948.99999752641	30	2
6978.99999752641	30	2
7008.99999752641	30	2
7038.99999752641	30	2
7068.99999752641	30	2
7098.99999752641	30	2
7128.99999752641	30	2
7158.99999752641	30	2
7188.99999752641	30	2
7218.99999752641	30	2
7248.99999752641	30	2
7278.99999752641	30	2
7308.99999752641	30	2
7338.99999752641	30	4
7368.99999752641	30	4
7398.99999752641	30	4
7428.99999752641	30	4
7458.99999752641	30	4
7488.99999752641	30	4
7518.99999752641	30	4
7548.99999752641	30	4
7578.99999752641	30	3
7608.99999752641	30	4
7638.99999752641	30	4
7668.99999752641	30	4
7698.99999752641	30	4
7728.99999752641	30	4
7758.99999752641	30	4
7788.99999752641	30	4
7818.99999752641	30	4
7848.99999752641	30	4
7878.99999752641	30	4
7908.99999752641	30	4
7938.99999752641	30	4
7968.99999752641	30	4
7998.99999752641	30	4
8028.99999752641	30	4
8058.99999752641	30	4
8088.99999752641	30	4
8118.99999752641	30	4
8148.99999752641	30	4
8178.99999752641	30	4
8208.99999752641	30	4
8238.99999752641	30	4
8268.99999752641	30	4
8298.99999752641	30	5
8328.99999752641	30	5
8358.99999752641	30	5
8388.99999752641	30	5
8418.99999752641	30	5
8448.99999752641	30	5
8478.99999752641	30	5
8508.99999752641	30	5
8538.99999752641	30	5
8568.99999752641	30	5
8598.99999752641	30	5
8628.99999752641	30	5
8658.99999752641	30	5
8688.99999752641	30	5
8718.99999752641	30	5
8748.99999752641	30	5
8778.99999752641	30	5
8808.99999752641	30	5
8838.99999752641	30	5
8868.99999752641	30	5
8898.99999752641	30	5
8928.99999752641	30	5
8958.99999752641	30	5
8988.99999752641	30	5
9018.99999752641	30	5
9048.99999752641	30	5
9078.99999752641	30	5
9108.99999752641	30	5
9138.99999752641	30	5
9168.99999752641	30	5
9198.99999752641	30	5
9228.99999752641	30	5
9258.99999752641	30	5
9288.99999752641	30	5
9318.99999752641	30	5
9348.99999752641	30	5
9378.99999752641	30	5
9408.99999752641	30	5
9438.99999752641	30	5
9468.99999752641	30	5
9498.99999752641	30	5
9528.99999752641	30	5
9558.99999752641	30	5
9588.99999752641	30	5
9618.99999752641	30	5
9648.99999752641	30	5
9678.99999752641	30	5
9708.99999752641	30	5
9738.99999752641	30	5
9768.99999752641	30	5
9798.99999752641	30	5
9828.99999752641	30	5
9858.99999752641	30	5
9888.99999752641	30	5
9918.99999752641	30	5
9948.99999752641	30	4
9978.99999752641	30	5
10008.9999975264	30	5
10038.9999975264	30	4
10068.9999975264	30	5
10098.9999975264	30	4
10128.9999975264	30	4
10158.9999975264	30	4
10188.9999975264	30	4
10218.9999975264	30	4
10248.9999975264	30	4
10278.9999975264	30	4
10308.9999975264	30	4
10338.9999975264	30	4
10368.9999975264	30	4
10398.9999975264	30	4
10428.9999975264	30	4
10458.9999975264	30	4
10488.9999975264	30	4
10518.9999975264	30	4
10548.9999975264	30	4
10578.9999975264	30	5
10608.9999975264	30	4
10638.9999975264	30	4
10668.9999975264	30	5
10698.9999975264	30	5
10728.9999975264	30	5
10758.9999975264	30	4
10788.9999975264	30	5
10818.9999975264	30	5
10848.9999975264	30	5
10878.9999975264	30	5
10908.9999975264	30	4
10938.9999975264	30	5
10968.9999975264	30	4
10998.9999975264	30	4
11028.9999975264	30	4
11058.9999975264	30	4
11088.9999975264	30	4
11118.9999975264	30	4
11148.9999975264	30	4
11178.9999975264	30	4
11208.9999975264	30	4
11238.9999975264	30	4
11268.9999975264	30	4
11298.9999975264	30	4
11328.9999975264	30	2
11358.9999975264	30	4
11388.9999975264	30	2
11418.9999975264	30	2
11448.9999975264	30	2
11478.9999975264	30	2
11508.9999975264	30	2
11538.9999975264	30	2
11568.9999975264	30	2
11598.9999975264	30	2
