onset	duration	Scoring1
17.0000083744526	30	1
47.0000083744526	30	1
77.0000083744526	30	1
107.000008374453	30	1
137.000008374453	30	1
167.000008374453	30	1
197.000008374453	30	1
227.000008374453	30	1
257.000008374453	30	1
287.000008374453	30	1
317.000008374453	30	1
347.000008374453	30	1
377.000008374453	30	1
407.000008374453	30	1
437.000008374453	30	1
467.000008374453	30	1
497.000008374453	30	1
527.000008374453	30	1
557.000008374453	30	1
587.000008374453	30	1
617.000008374453	30	1
647.000008374453	30	1
677.000008374453	30	1
707.000008374453	30	1
737.000008374453	30	1
767.000008374453	30	1
797.000008374453	30	1
827.000008374453	30	1
857.000008374453	30	1
887.000008374453	30	1
917.000008374453	30	1
947.000008374453	30	1
977.000008374453	30	1
1007.00000837445	30	1
1037.00000837445	30	1
1067.00000837445	30	1
1097.00000837445	30	1
1127.00000837445	30	1
1157.00000837445	30	1
1187.00000837445	30	1
1217.00000837445	30	1
1247.00000837445	30	1
1277.00000837445	30	1
1307.00000837445	30	1
1337.00000837445	30	1
1367.00000837445	30	1
1397.00000837445	30	1
1427.00000837445	30	1
1457.00000837445	30	1
1487.00000837445	30	1
1517.00000837445	30	1
1547.00000837445	30	1
1577.00000837445	30	1
1607.00000837445	30	1
1637.00000837445	30	1
1667.00000837445	30	1
1697.00000837445	30	1
1727.00000837445	30	1
1757.00000837445	30	1
1787.00000837445	30	1
1817.00000837445	30	1
1847.00000837445	30	1
1877.00000837445	30	1
1907.00000837445	30	1
1937.00000837445	30	1
1967.00000837445	30	1
1997.00000837445	30	1
2027.00000837445	30	1
2057.00000837445	30	1
2087.00000837445	30	1
2117.00000837445	30	1
2147.00000837445	30	1
2177.00000837445	30	1
2207.00000837445	30	1
2237.00000837445	30	1
2267.00000837445	30	1
2297.00000837445	30	1
2327.00000837445	30	1
2357.00000837445	30	1
2387.00000837445	30	1
2417.00000837445	30	1
2447.00000837445	30	1
2477.00000837445	30	1
2507.00000837445	30	1
2537.00000837445	30	1
2567.00000837445	30	1
2597.00000837445	30	1
2627.00000837445	30	1
2657.00000837445	30	1
2687.00000837445	30	1
2717.00000837445	30	1
2747.00000837445	30	1
2777.00000837445	30	1
2807.00000837445	30	1
2837.00000837445	30	1
2867.00000837445	30	1
2897.00000837445	30	1
2927.00000837445	30	1
2957.00000837445	30	1
2987.00000837445	30	1
3017.00000837445	30	1
3047.00000837445	30	1
3077.00000837445	30	1
3107.00000837445	30	1
3137.00000837445	30	1
3167.00000837445	30	1
3197.00000837445	30	3
3227.00000837445	30	3
3257.00000837445	30	3
3287.00000837445	30	3
3317.00000837445	30	3
3347.00000837445	30	3
3377.00000837445	30	3
3407.00000837445	30	4
3437.00000837445	30	4
3467.00000837445	30	3
3497.00000837445	30	3
3527.00000837445	30	4
3557.00000837445	30	4
3587.00000837445	30	4
