onset	duration	Scoring2	Has_Arousal
22.0000013709068	30	1	0
52.0000013709068	30	1	0
82.0000013709068	30	1	0
112.000001370907	30	1	0
142.000001370907	30	1	0
172.000001370907	30	1	0
202.000001370907	30	1	0
232.000001370907	30	1	0
262.000001370907	30	1	0
292.000001370907	30	1	0
322.000001370907	30	1	0
352.000001370907	30	1	0
382.000001370907	30	1	0
412.000001370907	30	1	0
442.000001370907	30	1	0
472.000001370907	30	1	0
502.000001370907	30	1	0
532.000001370907	30	1	0
562.000001370907	30	1	0
592.000001370907	30	1	0
622.000001370907	30	1	0
652.000001370907	30	1	0
682.000001370907	30	1	0
712.000001370907	30	1	0
742.000001370907	30	1	0
772.000001370907	30	1	0
802.000001370907	30	1	0
832.000001370907	30	1	0
862.000001370907	30	1	0
892.000001370907	30	1	0
922.000001370907	30	1	0
952.000001370907	30	1	0
982.000001370907	30	1	0
1012.00000137091	30	1	0
1042.00000137091	30	1	0
1072.00000137091	30	1	0
1102.00000137091	30	1	0
1132.00000137091	30	1	0
1162.00000137091	30	1	0
1192.00000137091	30	1	0
1222.00000137091	30	1	0
1252.00000137091	30	1	0
1282.00000137091	30	1	0
1312.00000137091	30	1	0
1342.00000137091	30	1	0
1372.00000137091	30	1	0
1402.00000137091	30	1	0
1432.00000137091	30	1	0
1462.00000137091	30	1	0
1492.00000137091	30	1	0
1522.00000137091	30	1	0
1552.00000137091	30	1	0
1582.00000137091	30	1	0
1612.00000137091	30	1	0
1642.00000137091	30	1	0
1672.00000137091	30	1	0
1702.00000137091	30	1	0
1732.00000137091	30	1	0
1762.00000137091	30	1	0
1792.00000137091	30	1	0
1822.00000137091	30	1	0
1852.00000137091	30	1	0
1882.00000137091	30	1	0
1912.00000137091	30	1	0
1942.00000137091	30	1	0
1972.00000137091	30	1	0
2002.00000137091	30	1	0
2032.00000137091	30	1	0
2062.00000137091	30	1	0
2092.00000137091	30	1	0
2122.00000137091	30	1	0
2152.00000137091	30	1	0
2182.00000137091	30	1	0
2212.00000137091	30	1	0
2242.00000137091	30	1	0
2272.00000137091	30	1	0
2302.00000137091	30	1	0
2332.00000137091	30	1	0
2362.00000137091	30	1	0
2392.00000137091	30	1	0
2422.00000137091	30	1	0
2452.00000137091	30	1	0
2482.00000137091	30	1	0
2512.00000137091	30	1	0
2542.00000137091	30	1	0
2572.00000137091	30	1	0
2602.00000137091	30	1	0
2632.00000137091	30	1	0
2662.00000137091	30	1	0
2692.00000137091	30	1	0
2722.00000137091	30	1	0
2752.00000137091	30	1	0
2782.00000137091	30	1	0
2812.00000137091	30	1	0
2842.00000137091	30	1	0
2872.00000137091	30	1	0
2902.00000137091	30	1	0
2932.00000137091	30	1	0
2962.00000137091	30	1	0
2992.00000137091	30	1	0
3022.00000137091	30	1	0
3052.00000137091	30	1	0
3082.00000137091	30	1	0
3112.00000137091	30	1	0
3142.00000137091	30	1	0
3172.00000137091	30	1	0
3202.00000137091	30	1	0
3232.00000137091	30	1	0
3262.00000137091	30	1	0
3292.00000137091	30	1	0
3322.00000137091	30	1	0
3352.00000137091	30	1	0
3382.00000137091	30	1	0
3412.00000137091	30	1	0
3442.00000137091	30	1	0
3472.00000137091	30	1	0
3502.00000137091	30	1	0
3532.00000137091	30	1	0
3562.00000137091	30	1	0
3592.00000137091	30	1	0
3622.00000137091	30	1	0
3652.00000137091	30	1	0
3682.00000137091	30	1	0
3712.00000137091	30	1	0
3742.00000137091	30	1	0
3772.00000137091	30	1	0
3802.00000137091	30	1	0
3832.00000137091	30	1	0
3862.00000137091	30	1	0
3892.00000137091	30	1	0
3922.00000137091	30	1	0
3952.00000137091	30	1	0
3982.00000137091	30	1	0
4012.00000137091	30	1	0
4042.00000137091	30	1	0
4072.00000137091	30	1	0
4102.00000137091	30	1	0
4132.00000137091	30	1	0
4162.00000137091	30	1	0
4192.00000137091	30	1	0
4222.00000137091	30	1	0
4252.00000137091	30	1	0
4282.00000137091	30	1	0
4312.00000137091	30	1	0
4342.00000137091	30	1	0
4372.00000137091	30	3	0
4402.00000137091	30	3	1
4432.00000137091	30	3	0
4462.00000137091	30	3	0
4492.00000137091	30	3	0
4522.00000137091	30	4	0
4552.00000137091	30	4	0
4582.00000137091	30	4	0
4612.00000137091	30	4	0
4642.00000137091	30	4	0
4672.00000137091	30	4	0
4702.00000137091	30	4	0
4732.00000137091	30	4	0
4762.00000137091	30	4	0
4792.00000137091	30	4	0
4822.00000137091	30	5	0
4852.00000137091	30	5	0
4882.00000137091	30	5	0
4912.00000137091	30	5	0
4942.00000137091	30	5	0
4972.00000137091	30	5	0
5002.00000137091	30	5	0
5032.00000137091	30	5	0
5062.00000137091	30	5	0
5092.00000137091	30	5	0
5122.00000137091	30	5	0
5152.00000137091	30	5	0
5182.00000137091	30	5	0
5212.00000137091	30	5	0
5242.00000137091	30	5	0
5272.00000137091	30	5	0
5302.00000137091	30	5	0
5332.00000137091	30	5	0
5362.00000137091	30	5	0
5392.00000137091	30	5	0
5422.00000137091	30	5	0
5452.00000137091	30	5	0
5482.00000137091	30	5	0
5512.00000137091	30	5	0
5542.00000137091	30	5	0
5572.00000137091	30	5	0
5602.00000137091	30	5	0
5632.00000137091	30	5	0
5662.00000137091	30	5	0
5692.00000137091	30	5	0
5722.00000137091	30	5	0
5752.00000137091	30	5	0
