onset	duration	Scoring2	Has_Arousal
8.99999141693115	30	1	0
38.9999914169312	30	1	0
68.9999914169312	30	1	0
98.9999914169312	30	1	0
128.999991416931	30	1	0
158.999991416931	30	1	0
188.999991416931	30	1	0
218.999991416931	30	1	0
248.999991416931	30	1	0
278.999991416931	30	1	0
308.999991416931	30	1	0
338.999991416931	30	1	0
368.999991416931	30	1	0
398.999991416931	30	1	0
428.999991416931	30	1	0
458.999991416931	30	1	0
488.999991416931	30	1	0
518.999991416931	30	1	0
548.999991416931	30	1	0
578.999991416931	30	1	0
608.999991416931	30	1	0
638.999991416931	30	1	0
668.999991416931	30	1	0
698.999991416931	30	1	0
728.999991416931	30	1	0
758.999991416931	30	1	0
788.999991416931	30	1	0
818.999991416931	30	1	0
848.999991416931	30	1	0
878.999991416931	30	1	0
908.999991416931	30	1	0
938.999991416931	30	1	0
968.999991416931	30	1	0
998.999991416931	30	1	0
1028.99999141693	30	1	0
1058.99999141693	30	1	0
1088.99999141693	30	1	0
1118.99999141693	30	1	0
1148.99999141693	30	1	0
1178.99999141693	30	1	0
1208.99999141693	30	1	0
1238.99999141693	30	1	0
1268.99999141693	30	1	0
1298.99999141693	30	1	0
1328.99999141693	30	1	0
1358.99999141693	30	1	0
1388.99999141693	30	1	0
1418.99999141693	30	3	1
1448.99999141693	30	3	0
1478.99999141693	30	3	0
1508.99999141693	30	3	0
1538.99999141693	30	3	0
1568.99999141693	30	3	0
1598.99999141693	30	3	0
1628.99999141693	30	4	0
1658.99999141693	30	4	0
1688.99999141693	30	4	0
1718.99999141693	30	4	0
1748.99999141693	30	4	0
1778.99999141693	30	4	0
1808.99999141693	30	4	0
1838.99999141693	30	4	0
1868.99999141693	30	4	0
1898.99999141693	30	4	0
1928.99999141693	30	4	0
1958.99999141693	30	4	0
1988.99999141693	30	4	0
2018.99999141693	30	5	0
2048.99999141693	30	5	0
2078.99999141693	30	5	0
2108.99999141693	30	5	0
2138.99999141693	30	1	1
2168.99999141693	30	4	0
2198.99999141693	30	4	0
2228.99999141693	30	4	0
2258.99999141693	30	4	1
2288.99999141693	30	1	0
2318.99999141693	30	3	0
2348.99999141693	30	3	0
2378.99999141693	30	4	0
2408.99999141693	30	4	0
2438.99999141693	30	4	1
2468.99999141693	30	4	0
2498.99999141693	30	4	0
2528.99999141693	30	4	1
2558.99999141693	30	3	0
2588.99999141693	30	4	0
2618.99999141693	30	4	0
2648.99999141693	30	4	0
2678.99999141693	30	4	0
2708.99999141693	30	4	0
2738.99999141693	30	5	0
2768.99999141693	30	5	0
2798.99999141693	30	5	0
2828.99999141693	30	5	0
2858.99999141693	30	5	0
2888.99999141693	30	5	0
2918.99999141693	30	5	0
2948.99999141693	30	5	0
2978.99999141693	30	5	0
3008.99999141693	30	5	0
3038.99999141693	30	5	0
3068.99999141693	30	5	0
3098.99999141693	30	5	0
3128.99999141693	30	5	0
3158.99999141693	30	5	0
3188.99999141693	30	5	0
3218.99999141693	30	5	0
3248.99999141693	30	5	0
3278.99999141693	30	5	0
3308.99999141693	30	5	0
3338.99999141693	30	5	0
3368.99999141693	30	5	0
3398.99999141693	30	5	0
3428.99999141693	30	5	0
3458.99999141693	30	5	0
3488.99999141693	30	5	0
3518.99999141693	30	5	0
3548.99999141693	30	5	0
3578.99999141693	30	5	0
3608.99999141693	30	5	0
3638.99999141693	30	5	0
3668.99999141693	30	5	0
3698.99999141693	30	5	0
3728.99999141693	30	5	0
3758.99999141693	30	5	0
3788.99999141693	30	5	0
3818.99999141693	30	5	0
3848.99999141693	30	5	0
3878.99999141693	30	5	0
3908.99999141693	30	5	0
3938.99999141693	30	5	0
3968.99999141693	30	5	0
3998.99999141693	30	5	0
4028.99999141693	30	5	0
4058.99999141693	30	5	0
4088.99999141693	30	5	0
4118.99999141693	30	5	0
4148.99999141693	30	1	1
4178.99999141693	30	1	0
4208.99999141693	30	3	0
4238.99999141693	30	3	1
4268.99999141693	30	3	0
4298.99999141693	30	3	0
4328.99999141693	30	3	0
