onset	duration	Scoring1
5.99999763071537	30	1
35.9999976307154	30	1
65.9999976307154	30	1
95.9999976307154	30	1
125.999997630715	30	1
155.999997630715	30	1
185.999997630715	30	1
215.999997630715	30	1
245.999997630715	30	1
275.999997630715	30	1
305.999997630715	30	1
335.999997630715	30	1
365.999997630715	30	1
395.999997630715	30	1
425.999997630715	30	1
455.999997630715	30	1
485.999997630715	30	1
515.999997630715	30	1
545.999997630715	30	1
575.999997630715	30	1
605.999997630715	30	1
635.999997630715	30	1
665.999997630715	30	1
695.999997630715	30	1
725.999997630715	30	1
755.999997630715	30	1
785.999997630715	30	1
815.999997630715	30	1
845.999997630715	30	1
875.999997630715	30	1
905.999997630715	30	1
935.999997630715	30	1
965.999997630715	30	1
995.999997630715	30	1
1025.99999763072	30	1
1055.99999763072	30	1
1085.99999763072	30	1
1115.99999763072	30	1
1145.99999763072	30	1
1175.99999763072	30	1
1205.99999763072	30	1
1235.99999763072	30	1
1265.99999763072	30	1
1295.99999763072	30	1
1325.99999763072	30	1
1355.99999763072	30	1
1385.99999763072	30	1
1415.99999763072	30	1
1445.99999763072	30	1
1475.99999763072	30	1
1505.99999763072	30	1
1535.99999763072	30	1
1565.99999763072	30	1
1595.99999763072	30	1
1625.99999763072	30	1
1655.99999763072	30	1
1685.99999763072	30	1
1715.99999763072	30	1
1745.99999763072	30	1
1775.99999763072	30	1
1805.99999763072	30	1
1835.99999763072	30	1
1865.99999763072	30	1
1895.99999763072	30	1
1925.99999763072	30	1
1955.99999763072	30	1
1985.99999763072	30	1
2015.99999763072	30	1
2045.99999763072	30	1
2075.99999763072	30	1
2105.99999763072	30	1
2135.99999763072	30	1
2165.99999763072	30	1
2195.99999763072	30	1
2225.99999763072	30	1
2255.99999763072	30	1
2285.99999763072	30	1
2315.99999763072	30	1
2345.99999763072	30	1
2375.99999763072	30	1
2405.99999763072	30	1
2435.99999763072	30	1
2465.99999763072	30	1
2495.99999763072	30	1
2525.99999763072	30	1
2555.99999763072	30	1
2585.99999763072	30	1
2615.99999763072	30	1
2645.99999763072	30	1
2675.99999763072	30	1
2705.99999763072	30	1
2735.99999763072	30	1
2765.99999763072	30	1
2795.99999763072	30	1
2825.99999763072	30	1
2855.99999763072	30	1
2885.99999763072	30	1
2915.99999763072	30	1
2945.99999763072	30	1
2975.99999763072	30	1
3005.99999763072	30	1
3035.99999763072	30	1
3065.99999763072	30	1
3095.99999763072	30	1
3125.99999763072	30	1
3155.99999763072	30	1
3185.99999763072	30	1
3215.99999763072	30	1
3245.99999763072	30	1
3275.99999763072	30	1
3305.99999763072	30	1
3335.99999763072	30	1
3365.99999763072	30	1
3395.99999763072	30	1
3425.99999763072	30	1
3455.99999763072	30	1
3485.99999763072	30	1
3515.99999763072	30	1
3545.99999763072	30	1
3575.99999763072	30	1
3605.99999763072	30	1
3635.99999763072	30	1
3665.99999763072	30	1
3695.99999763072	30	1
3725.99999763072	30	7
3755.99999763072	30	7
3785.99999763072	30	7
3815.99999763072	30	7
3845.99999763072	30	7
3875.99999763072	30	7
3905.99999763072	30	7
3935.99999763072	30	1
3965.99999763072	30	1
3995.99999763072	30	1
4025.99999763072	30	3
4055.99999763072	30	3
4085.99999763072	30	3
4115.99999763072	30	3
4145.99999763072	30	3
4175.99999763072	30	3
4205.99999763072	30	3
4235.99999763072	30	3
4265.99999763072	30	4
4295.99999763072	30	4
4325.99999763072	30	4
4355.99999763072	30	4
4385.99999763072	30	4
4415.99999763072	30	4
4445.99999763072	30	3
4475.99999763072	30	4
4505.99999763072	30	4
4535.99999763072	30	4
4565.99999763072	30	4
4595.99999763072	30	4
4625.99999763072	30	4
4655.99999763072	30	3
4685.99999763072	30	4
4715.99999763072	30	4
4745.99999763072	30	4
4775.99999763072	30	4
4805.99999763072	30	4
4835.99999763072	30	4
4865.99999763072	30	4
4895.99999763072	30	5
4925.99999763072	30	5
4955.99999763072	30	5
4985.99999763072	30	5
5015.99999763072	30	5
5045.99999763072	30	5
5075.99999763072	30	5
5105.99999763072	30	5
5135.99999763072	30	5
5165.99999763072	30	5
5195.99999763072	30	5
5225.99999763072	30	5
5255.99999763072	30	5
5285.99999763072	30	5
5315.99999763072	30	5
5345.99999763072	30	5
5375.99999763072	30	5
5405.99999763072	30	5
5435.99999763072	30	5
5465.99999763072	30	5
5495.99999763072	30	5
5525.99999763072	30	5
5555.99999763072	30	5
5585.99999763072	30	5
5615.99999763072	30	5
5645.99999763072	30	5
5675.99999763072	30	5
5705.99999763072	30	5
5735.99999763072	30	5
5765.99999763072	30	5
5795.99999763072	30	5
5825.99999763072	30	5
5855.99999763072	30	5
5885.99999763072	30	5
5915.99999763072	30	5
5945.99999763072	30	5
5975.99999763072	30	5
6005.99999763072	30	5
6035.99999763072	30	5
6065.99999763072	30	5
6095.99999763072	30	5
6125.99999763072	30	5
6155.99999763072	30	5
6185.99999763072	30	5
6215.99999763072	30	5
6245.99999763072	30	5
6275.99999763072	30	5
6305.99999763072	30	5
6335.99999763072	30	5
6365.99999763072	30	5
6395.99999763072	30	5
6425.99999763072	30	5
6455.99999763072	30	5
6485.99999763072	30	5
6515.99999763072	30	5
6545.99999763072	30	5
6575.99999763072	30	5
6605.99999763072	30	5
6635.99999763072	30	5
6665.99999763072	30	5
6695.99999763072	30	5
6725.99999763072	30	5
6755.99999763072	30	5
6785.99999763072	30	5
6815.99999763072	30	5
6845.99999763072	30	5
6875.99999763072	30	5
6905.99999763072	30	5
6935.99999763072	30	5
6965.99999763072	30	5
6995.99999763072	30	5
7025.99999763072	30	5
7055.99999763072	30	5
7085.99999763072	30	5
7115.99999763072	30	5
7145.99999763072	30	5
7175.99999763072	30	5
7205.99999763072	30	5
7235.99999763072	30	5
7265.99999763072	30	5
7295.99999763072	30	5
7325.99999763072	30	5
7355.99999763072	30	5
7385.99999763072	30	5
7415.99999763072	30	5
7445.99999763072	30	3
7475.99999763072	30	4
7505.99999763072	30	4
7535.99999763072	30	4
7565.99999763072	30	4
7595.99999763072	30	4
7625.99999763072	30	4
7655.99999763072	30	4
7685.99999763072	30	4
7715.99999763072	30	4
7745.99999763072	30	4
7775.99999763072	30	4
7805.99999763072	30	4
7835.99999763072	30	4
7865.99999763072	30	4
7895.99999763072	30	4
7925.99999763072	30	4
7955.99999763072	30	4
7985.99999763072	30	4
8015.99999763072	30	3
8045.99999763072	30	2
8075.99999763072	30	2
8105.99999763072	30	2
8135.99999763072	30	2
8165.99999763072	30	2
8195.99999763072	30	4
8225.99999763072	30	4
8255.99999763072	30	4
8285.99999763072	30	4
8315.99999763072	30	2
8345.99999763072	30	4
8375.99999763072	30	2
8405.99999763072	30	2
8435.99999763072	30	2
8465.99999763072	30	4
8495.99999763072	30	4
