onset	duration	Scoring2	Has_Arousal
3.99999842047691	30	1	0
33.9999984204769	30	1	0
63.9999984204769	30	1	0
93.9999984204769	30	1	0
123.999998420477	30	1	0
153.999998420477	30	1	0
183.999998420477	30	1	0
213.999998420477	30	1	0
243.999998420477	30	1	0
273.999998420477	30	1	0
303.999998420477	30	1	0
333.999998420477	30	1	0
363.999998420477	30	1	0
393.999998420477	30	1	0
423.999998420477	30	1	0
453.999998420477	30	1	0
483.999998420477	30	1	0
513.999998420477	30	1	0
543.999998420477	30	1	0
573.999998420477	30	1	0
603.999998420477	30	1	0
633.999998420477	30	1	0
663.999998420477	30	1	0
693.999998420477	30	1	0
723.999998420477	30	1	0
753.999998420477	30	1	0
783.999998420477	30	1	0
813.999998420477	30	1	0
843.999998420477	30	1	0
873.999998420477	30	1	0
903.999998420477	30	1	0
933.999998420477	30	1	0
963.999998420477	30	1	0
993.999998420477	30	1	0
1023.99999842048	30	1	0
1053.99999842048	30	1	0
1083.99999842048	30	1	0
1113.99999842048	30	1	0
1143.99999842048	30	1	0
1173.99999842048	30	1	0
1203.99999842048	30	1	0
1233.99999842048	30	1	0
1263.99999842048	30	1	0
1293.99999842048	30	1	0
1323.99999842048	30	1	0
1353.99999842048	30	1	0
1383.99999842048	30	1	0
1413.99999842048	30	1	0
1443.99999842048	30	1	0
1473.99999842048	30	1	0
1503.99999842048	30	1	0
1533.99999842048	30	1	0
1563.99999842048	30	1	0
1593.99999842048	30	1	0
1623.99999842048	30	1	0
1653.99999842048	30	1	0
1683.99999842048	30	1	0
1713.99999842048	30	1	0
1743.99999842048	30	1	0
1773.99999842048	30	1	0
1803.99999842048	30	1	0
1833.99999842048	30	1	0
1863.99999842048	30	1	0
1893.99999842048	30	1	0
1923.99999842048	30	1	0
1953.99999842048	30	1	0
1983.99999842048	30	1	0
2013.99999842048	30	1	0
2043.99999842048	30	1	0
2073.99999842048	30	1	0
2103.99999842048	30	1	0
2133.99999842048	30	1	0
2163.99999842048	30	1	0
2193.99999842048	30	1	0
2223.99999842048	30	1	0
2253.99999842048	30	1	0
2283.99999842048	30	1	0
2313.99999842048	30	1	0
2343.99999842048	30	1	0
2373.99999842048	30	1	0
2403.99999842048	30	1	0
2433.99999842048	30	1	0
2463.99999842048	30	1	0
2493.99999842048	30	1	0
2523.99999842048	30	1	0
2553.99999842048	30	1	0
2583.99999842048	30	1	0
2613.99999842048	30	1	0
2643.99999842048	30	1	0
2673.99999842048	30	1	0
2703.99999842048	30	1	0
2733.99999842048	30	1	0
2763.99999842048	30	1	0
2793.99999842048	30	1	0
2823.99999842048	30	1	0
2853.99999842048	30	1	0
2883.99999842048	30	1	0
2913.99999842048	30	1	0
2943.99999842048	30	1	0
2973.99999842048	30	1	0
3003.99999842048	30	1	0
3033.99999842048	30	1	0
3063.99999842048	30	1	0
3093.99999842048	30	1	0
3123.99999842048	30	1	0
3153.99999842048	30	1	0
3183.99999842048	30	1	0
3213.99999842048	30	1	0
3243.99999842048	30	1	0
3273.99999842048	30	1	0
3303.99999842048	30	1	0
3333.99999842048	30	1	0
3363.99999842048	30	1	0
3393.99999842048	30	1	0
3423.99999842048	30	1	0
3453.99999842048	30	1	0
3483.99999842048	30	1	0
3513.99999842048	30	1	0
3543.99999842048	30	1	0
3573.99999842048	30	1	0
3603.99999842048	30	1	0
3633.99999842048	30	1	0
3663.99999842048	30	3	0
3693.99999842048	30	3	0
3723.99999842048	30	3	0
3753.99999842048	30	3	0
3783.99999842048	30	4	0
3813.99999842048	30	4	0
3843.99999842048	30	4	0
3873.99999842048	30	4	1
3903.99999842048	30	1	0
3933.99999842048	30	1	0
3963.99999842048	30	1	0
3993.99999842048	30	1	0
4023.99999842048	30	1	1
4053.99999842048	30	1	0
4083.99999842048	30	1	0
4113.99999842048	30	1	0
4143.99999842048	30	1	0
4173.99999842048	30	3	0
4203.99999842048	30	3	0
4233.99999842048	30	3	0
4263.99999842048	30	4	0
4293.99999842048	30	4	0
4323.99999842048	30	4	0
4353.99999842048	30	4	0
4383.99999842048	30	1	1
4413.99999842048	30	3	0
4443.99999842048	30	4	1
4473.99999842048	30	4	1
4503.99999842048	30	4	0
4533.99999842048	30	4	0
4563.99999842048	30	1	1
4593.99999842048	30	1	0
4623.99999842048	30	1	0
4653.99999842048	30	3	0
4683.99999842048	30	3	0
4713.99999842048	30	4	0
4743.99999842048	30	4	0
4773.99999842048	30	4	0
4803.99999842048	30	4	0
4833.99999842048	30	4	0
4863.99999842048	30	4	0
4893.99999842048	30	4	0
4923.99999842048	30	4	0
4953.99999842048	30	4	0
4983.99999842048	30	4	0
5013.99999842048	30	5	0
5043.99999842048	30	5	0
5073.99999842048	30	5	0
5103.99999842048	30	5	0
5133.99999842048	30	5	0
5163.99999842048	30	5	0
5193.99999842048	30	5	0
5223.99999842048	30	5	0
5253.99999842048	30	1	1
5283.99999842048	30	4	0
5313.99999842048	30	4	0
5343.99999842048	30	5	0
5373.99999842048	30	5	0
5403.99999842048	30	5	0
5433.99999842048	30	5	0
5463.99999842048	30	5	0
5493.99999842048	30	5	0
5523.99999842048	30	5	0
5553.99999842048	30	5	0
5583.99999842048	30	5	0
5613.99999842048	30	5	0
5643.99999842048	30	5	0
5673.99999842048	30	5	0
5703.99999842048	30	5	0
5733.99999842048	30	5	0
5763.99999842048	30	5	0
5793.99999842048	30	5	0
5823.99999842048	30	5	0
